"riding_id","date","prediction_338","probability_338","prediction_poliwave","probability_poliwave","prediction_signal","probability_signal","prediction","probability"
47010,2025-04-01,"CPC",0.95,"CPC",0.783748414594096,"CPC",0.95,"CPC",0.894582804864699
47011,2025-04-01,"CPC",0.95,"CPC",0.800495039599972,"CPC",0.95,"CPC",0.900165013199991
47012,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
47013,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
47014,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48001,2025-04-01,"CPC",0.95,"CPC",0.945157891129051,"CPC",0.95,"CPC",0.948385963709684
48002,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48003,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48004,2025-04-01,"LPC",0.5,"CPC",0.500041478438603,"CPC",0.8,"CPC",0.433347159479534
48005,2025-04-01,"CPC",0.65,"LPC",0.500223630716147,"CPC",0.8,"CPC",0.483333333333333
48006,2025-04-01,"CPC",0.8,"CPC",0.612292409829086,"CPC",0.8,"CPC",0.737430803276362
48007,2025-04-01,"CPC",0.8,"CPC",0.754576307154005,"CPC",0.8,"CPC",0.784858769051335
48008,2025-04-01,"CPC",0.95,"CPC",0.772765180981198,"CPC",0.8,"CPC",0.840921726993733
48009,2025-04-01,"LPC",0.8,"LPC",0.678453415705247,"LPC",0.8,"LPC",0.759484471901749
48010,2025-04-01,"CPC",0.95,"CPC",0.874499421438259,"CPC",0.95,"CPC",0.92483314047942
48011,2025-04-01,"CPC",0.8,"CPC",0.692745266356203,"CPC",0.8,"CPC",0.764248422118734
48012,2025-04-01,"CPC",0.95,"CPC",0.842145051196731,"CPC",0.95,"CPC",0.91404835039891
48013,2025-04-01,"CPC",0.8,"CPC",0.660537892860124,"CPC",0.8,"CPC",0.753512630953375
48014,2025-04-01,"LPC",0.5,"LPC",0.546600009660722,"CPC",0.65,"LPC",0.348866669886907
48015,2025-04-01,"LPC",0.8,"LPC",0.605940137150058,"LPC",0.5,"LPC",0.635313379050019
48016,2025-04-01,"CPC",0.65,"LPC",0.555442947205259,"CPC",0.8,"CPC",0.483333333333333
48017,2025-04-01,"CPC",0.5,"NDP",0.662930115941217,"CPC",0.8,"CPC",0.433333333333333
48018,2025-04-01,"CPC",0.8,"CPC",0.5385015657237,"CPC",0.8,"CPC",0.712833855241233
48019,2025-04-01,"CPC",0.65,"LPC",0.50071187482549,"CPC",0.8,"CPC",0.483333333333333
48020,2025-04-01,"CPC",0.65,"LPC",0.558035540883018,"CPC",0.8,"CPC",0.483333333333333
48021,2025-04-01,"LPC",0.5,"LPC",0.693959742059103,"LPC",0.5,"LPC",0.564653247353034
48022,2025-04-01,"NDP",0.8,"NDP",0.943378531519171,"NDP",0.8,"NDP",0.847792843839724
48023,2025-04-01,"CPC",0.65,"CPC",0.539814689581682,"CPC",0.8,"CPC",0.663271563193894
48024,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48025,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48026,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48027,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48028,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48029,2025-04-01,"CPC",0.95,"CPC",0.81549106918452,"CPC",0.8,"CPC",0.855163689728173
48030,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48031,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48032,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48033,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48034,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
48035,2025-04-01,"CPC",0.95,"CPC",0.846472887919277,"CPC",0.95,"CPC",0.915490962639759
48036,2025-04-01,"CPC",0.95,"CPC",0.865457683210242,"CPC",0.95,"CPC",0.921819227736747
48037,2025-04-01,"CPC",0.95,"CPC",0.946913273696683,"CPC",0.95,"CPC",0.948971091232228
59001,2025-04-01,"CPC",0.65,"LPC",0.507035450122289,"CPC",0.8,"CPC",0.483333333333333
59002,2025-04-01,"LPC",0.8,"LPC",0.575248519566508,"LPC",0.65,"LPC",0.675082839855503
59003,2025-04-01,"LPC",0.95,"LPC",0.874365409358187,"LPC",0.8,"LPC",0.874788469786062
59004,2025-04-01,"CPC",0.95,"CPC",0.813930190956348,"CPC",0.95,"CPC",0.904643396985449
59005,2025-04-01,"CPC",0.8,"CPC",0.731790333552756,"CPC",0.8,"CPC",0.777263444517585
59006,2025-04-01,"LPC",0.5,"LPC",0.633670711385083,"LPC",0.5,"LPC",0.544556903795028
59007,2025-04-01,"CPC",0.95,"CPC",0.852261991735328,"CPC",0.95,"CPC",0.917420663911776
59008,2025-04-01,"LPC",0.8,"LPC",0.775064154387323,"LPC",0.65,"LPC",0.741688051462441
59009,2025-04-01,"CPC",0.8,"CPC",0.514825748999574,"CPC",0.8,"CPC",0.704941916333191
59010,2025-04-01,"CPC",0.8,"NDP",0.562400996043677,"CPC",0.8,"CPC",0.533333333333333
59011,2025-04-01,"LPC",0.8,"LPC",0.724069836200708,"LPC",0.65,"LPC",0.724689945400236
59012,2025-04-01,"LPC",0.5,"NDP",0.64941147300864,"LPC",0.5,"LPC",0.333333333333333
59013,2025-04-01,"LPC",0.95,"LPC",0.771855192160473,"LPC",0.8,"LPC",0.840618397386824
59014,2025-04-01,"CPC",0.95,"CPC",0.715894595774835,"CPC",0.8,"CPC",0.821964865258278
59015,2025-04-01,"CPC",0.8,"CPC",0.672783100055278,"CPC",0.8,"CPC",0.757594366685093
59016,2025-04-01,"CPC",0.65,"CPC",0.541909982622192,"CPC",0.8,"CPC",0.663969994207397
59017,2025-04-01,"LPC",0.5,"LPC",0.509349904871435,"CPC",0.8,"LPC",0.336449968290478
59018,2025-04-01,"CPC",0.8,"CPC",0.661404906937256,"CPC",0.8,"CPC",0.753801635645752
59019,2025-04-01,"CPC",0.8,"NDP",0.511135657594906,"CPC",0.8,"CPC",0.533333333333333
59020,2025-04-01,"LPC",0.8,"NDP",0.668277500820163,"LPC",0.5,"LPC",0.433333333333333
59021,2025-04-01,"CPC",0.95,"CPC",0.579483561167285,"CPC",0.8,"CPC",0.776494520389095
59022,2025-04-01,"LPC",0.95,"LPC",0.835744586232325,"LPC",0.8,"LPC",0.861914862077442
59023,2025-04-01,"CPC",0.8,"CPC",0.621466924207132,"CPC",0.8,"CPC",0.740488974735711
59024,2025-04-01,"CPC",0.65,"LPC",0.526545146839147,"CPC",0.8,"CPC",0.483333333333333
59025,2025-04-01,"LPC",0.5,"NDP",0.510467451773571,"CPC",0.5,"NDP",0.170155817257857
59026,2025-04-01,"CPC",0.95,"CPC",0.99,"CPC",0.95,"CPC",0.963333333333333
59027,2025-04-01,"LPC",0.8,"LPC",0.57813099573659,"LPC",0.5,"LPC",0.62604366524553
59028,2025-04-01,"LPC",0.8,"LPC",0.70428636863992,"LPC",0.65,"LPC",0.718095456213307
59029,2025-04-01,"LPC",0.5,"LPC",0.538887749813818,"CPC",0.5,"LPC",0.346295916604606
59030,2025-04-01,"CPC",0.95,"CPC",0.65659651924107,"CPC",0.95,"CPC",0.852198839747023
59031,2025-04-01,"CPC",0.95,"CPC",0.683936082706789,"CPC",0.95,"CPC",0.861312027568929
59032,2025-04-01,"LPC",0.65,"LPC",0.612712374900549,"CPC",0.5,"LPC",0.42090412496685
59033,2025-04-01,"LPC",0.95,"LPC",0.867636796420442,"LPC",0.8,"LPC",0.872545598806814
59034,2025-04-01,"LPC",0.95,"LPC",0.99,"LPC",0.95,"LPC",0.963333333333333
59035,2025-04-01,"LPC",0.95,"LPC",0.862750346312172,"LPC",0.8,"LPC",0.870916782104057
59036,2025-04-01,"LPC",0.5,"NDP",0.677097803525262,"LPC",0.5,"LPC",0.333333333333333
59037,2025-04-01,"LPC",0.95,"LPC",0.894098051203377,"LPC",0.8,"LPC",0.881366017067792
59038,2025-04-01,"LPC",0.95,"LPC",0.851490397773992,"LPC",0.8,"LPC",0.867163465924664
59039,2025-04-01,"LPC",0.8,"NDP",0.692136527776411,"LPC",0.8,"LPC",0.533333333333333
59040,2025-04-01,"LPC",0.95,"LPC",0.757264084478819,"LPC",0.8,"LPC",0.835754694826273
59041,2025-04-01,"CPC",0.8,"CPC",0.660130206138254,"CPC",0.8,"CPC",0.753376735379418
59042,2025-04-01,"LPC",0.8,"NDP",0.543023847239316,"NDP",0.8,"NDP",0.447674615746439
59043,2025-04-01,"LPC",0.8,"LPC",0.752126467437791,"LPC",0.5,"LPC",0.684042155812597
60001,2025-04-01,"LPC",0.8,"LPC",0.521993753823339,"LPC",0.65,"LPC",0.657331251274446
61001,2025-04-01,"LPC",0.8,"LPC",0.735293310014116,"LPC",0.95,"LPC",0.828431103338038
62001,2025-04-01,"LPC",0.5,"NDP",0.64083785568575,"NDP",0.8,"NDP",0.480279285228583
